Rosenbrock,Sphere,Quartic_with_noise,Schwefel_1_2,Step,Ackley,Rastrigin
12779941.682429288,4596.339164715548,740649175.6335373,93150.024480593,21112.64341924671,17.30840055280199,272.9728390852713
4750937.809271893,4596.339164715548,704305429.3062907,14799.16555237189,11903.907932703893,15.472957211591742,272.9728390852713
2655455.9626815976,3551.900540694804,604890401.8812815,4683.091566862488,1948.7457768071663,15.472957211591742,270.3420935053878
2655455.9626815976,2359.1787211124274,10107069.876340955,2890.4776722642714,1159.546463026715,15.120109931532884,251.7983549533455
1920055.0161647275,2359.1787211124274,5848031.374399371,2890.4776722642714,944.2236861767248,14.105178405051817,246.253988103764
1920055.0161647275,1008.2016279013676,2994893.720853896,2890.4776722642714,944.2236861767248,11.999625415031607,246.253988103764
115325.40217909437,1008.2016279013676,2994893.720853896,2890.4776722642714,944.2236861767248,7.773603295073913,226.43354187961324
19406.684623970938,1008.2016279013676,2994893.720853896,2890.4776722642714,940.4879367776005,6.677636365945372,219.43209313270347
18324.538502024217,808.2532019585674,2994893.720853896,1239.3240138799547,767.1059478520855,6.502666936312789,193.3693257549373
17354.575648376565,639.791348219448,2674186.3656430515,1239.3240138799547,414.7742689007461,5.535582340900497,189.639697216532
5987.51775205494,639.791348219448,1956104.1125924068,1239.3240138799547,414.7742689007461,5.016889239556644,189.639697216532
5987.51775205494,639.791348219448,1956104.1125924068,1239.3240138799547,414.7742689007461,5.016889239556644,189.639697216532
1818.6525419058296,639.791348219448,1956104.1125924068,1239.3240138799547,414.7742689007461,3.932802631771207,189.639697216532
1818.6525419058296,639.791348219448,1420162.3709162837,1239.3240138799547,414.7742689007461,2.936915406229066,189.639697216532
1818.6525419058296,639.791348219448,1420162.3709162837,1239.3240138799547,414.7742689007461,2.936915406229066,158.3419895976
1818.6525419058296,639.791348219448,1420162.3709162837,1239.3240138799547,414.7742689007461,1.741671091711407,158.3419895976
817.2620443873112,639.791348219448,991422.9999902962,1239.3240138799547,414.7742689007461,1.4958086745757808,158.3419895976
746.2789837069797,414.3435318237812,481699.23493205983,1239.3240138799547,304.8503704984203,1.4958086745757808,158.3419895976
448.1293180547155,70.37438780691915,478212.49445266736,1239.3240138799547,304.8503704984203,1.17449832800034,158.3419895976
448.1293180547155,70.37438780691915,478212.49445266736,1239.3240138799547,304.8503704984203,1.17449832800034,158.3419895976
436.8023669809619,70.37438780691915,478212.49445266736,1239.3240138799547,304.8503704984203,1.1224562178540265,158.3419895976
258.98255441535,70.37438780691915,478212.49445266736,1239.3240138799547,304.8503704984203,1.022066805110939,158.3419895976
248.07977171982748,70.37438780691915,478212.49445266736,854.8323809936262,277.7656006552555,0.9350050571862067,158.3419895976
241.5346408089707,68.36602836451176,478212.49445266736,854.8323809936262,226.0465836660896,0.7610338271109716,158.3419895976
241.5346408089707,51.87345535968576,478212.49445266736,854.8323809936262,226.0465836660896,0.7610338271109716,153.2178141984261
216.9153844737448,9.429774119874864,266601.38148225466,459.99626467921047,162.87085926119482,0.7610338271109716,144.67397386958322
194.0044854220297,9.429774119874864,192688.58480052915,159.42542129826737,162.87085926119482,0.7610338271109716,144.67397386958322
131.4856419927117,7.143483160215361,178918.39667222917,159.42542129826737,162.87085926119482,0.7610338271109716,85.63125303292068
66.40046647240082,7.143483160215361,74122.90739820029,159.42542129826737,119.54967079145248,0.7610338271109716,85.63125303292068
34.75855548982254,7.143483160215361,54957.87574141445,118.6668993605122,119.54967079145248,0.7610338271109716,85.63125303292068
34.75855548982254,7.143483160215361,54143.06999662309,98.12363392380692,119.54967079145248,0.7610338271109716,85.63125303292068
34.75855548982254,7.143483160215361,54143.06999662309,62.70321818185873,119.54967079145248,0.7610338271109716,33.55130004919465
29.731798702309543,5.3493243590939565,54143.06999662309,39.499444623257546,119.54967079145248,0.5433274907296455,26.45391617222191
29.731798702309543,1.0806072788638064,54143.06999662309,39.499444623257546,119.54967079145248,0.2034096161488432,23.52624389220824
29.731798702309543,1.0806072788638064,54143.06999662309,39.499444623257546,119.54967079145248,0.2034096161488432,14.998482027768262
29.25909876504096,1.0806072788638064,54143.06999662309,39.499444623257546,119.54967079145248,0.2034096161488432,14.632251506798356
29.079337836355688,1.0806072788638064,54143.06999662309,39.499444623257546,119.54967079145248,0.2034096161488432,11.191226189660028
28.977727280851777,1.0806072788638064,54143.06999662309,39.499444623257546,119.54967079145248,0.2034096161488432,9.756896850781288
28.977727280851777,1.0806072788638064,54143.06999662309,39.499444623257546,119.54967079145248,0.2034096161488432,6.449810560811557
28.977727280851777,1.0806072788638064,54143.06999662309,39.499444623257546,106.81966899105323,0.2034096161488432,6.449810560811557
28.977727280851777,1.0806072788638064,54143.06999662309,39.499444623257546,106.81966899105323,0.2034096161488432,5.85123815159983
28.977727280851777,1.0806072788638064,54143.06999662309,32.921610486614185,50.368095877552605,0.2034096161488432,5.85123815159983
28.977727280851777,1.0806072788638064,31224.354575694382,32.63007629611214,38.03400641100532,0.2034096161488432,5.85123815159983
28.977727280851777,1.0806072788638064,16952.01761435747,20.18828708301891,29.821112661499907,0.07825288085612,5.85123815159983
28.977727280851777,1.0806072788638064,8028.104970075397,12.72206697647755,23.088261469820257,0.07825288085612,5.85123815159983
28.977727280851777,1.0806072788638064,3525.7036404229266,12.72206697647755,21.32287008034049,0.07825288085612,5.85123815159983
28.97076077607801,1.0806072788638064,3525.7036404229266,7.128332714865052,19.090861257518903,0.07825288085612,5.85123815159983
28.9557158235433,1.0806072788638064,3525.7036404229266,7.128332714865052,13.685495218323751,0.07825288085612,5.85123815159983
28.95488591784183,1.0806072788638064,3525.7036404229266,7.128332714865052,13.434312546249124,0.07825288085612,5.85123815159983
28.95488591784183,1.0806072788638064,3525.7036404229266,7.128332714865052,13.047137797767617,0.07825288085612,5.85123815159983
28.95488591784183,0.8318169609440991,3525.7036404229266,7.128332714865052,12.729523357295443,0.07825288085612,5.85123815159983
28.93150601039108,0.8318169609440991,3525.7036404229266,7.128332714865052,11.230240851586922,0.07825288085612,5.85123815159983
28.93150601039108,0.8318169609440991,2836.6984167472965,7.128332714865052,9.483393986029142,0.07825288085612,3.470088094156722
28.93150601039108,0.8318169609440991,2836.6984167472965,7.128332714865052,8.941284449516457,0.07825288085612,3.470088094156722
28.93150601039108,0.4190153553010992,2836.6984167472965,7.128332714865052,8.941284449516457,0.07825288085612,3.470088094156722
28.93150601039108,0.3851457283909879,2836.6984167472965,7.128332714865052,8.941284449516457,0.07825288085612,3.470088094156722
28.93150601039108,0.2318479802069441,514.0951748440705,3.3674018417623497,8.941284449516457,0.0149555582130038,3.470088094156722
28.93150601039108,0.0998484157212634,261.733023236374,0.1264675133086877,8.941284449516457,0.0093691598529663,1.5684710500792676
28.93150601039108,0.0998484157212634,132.03557780031167,0.0378533422391762,8.941284449516457,0.0093691598529663,1.3061297999268504
28.88442956435948,0.0998484157212634,57.79478295065972,0.0378533422391762,8.941284449516457,0.0093691598529663,1.3061297999268504
28.88442956435948,0.0900174626862458,45.78722732160822,0.0378533422391762,8.941284449516457,0.0093691598529663,1.3061297999268504
28.88442956435948,0.0900174626862458,31.591186984482945,0.0378533422391762,8.941284449516457,0.0093691598529663,1.3061297999268504
28.884310718124837,0.076764658284568,30.860202517232608,0.0378533422391762,7.14388605177491,0.0093691598529663,1.3061297999268504
28.87973232411085,0.0617777409138725,23.75465216167999,0.0378533422391762,6.960945729821413,0.0093691598529663,1.3061297999268504
28.87973232411085,0.0405159303178609,19.334296712748788,0.005500486084838,4.991298315551741,0.0059142286477329,1.3061297999268504
28.87973232411085,0.0278042484987582,19.334296712748788,0.005500486084838,4.991298315551741,0.0059142286477329,0.6448020650477133
28.87973232411085,0.0278042484987582,15.481524274173688,0.0005796332411605,3.409521970182741,0.0059142286477329,0.4223676211422571
28.87973232411085,0.0278042484987582,15.481524274173688,0.0005796332411605,1.999103016636908,0.0035144178700652,0.0043802243980621
28.87973232411085,0.0278042484987582,15.481524274173688,0.0005796332411605,1.762342530017089,0.0035144178700652,0.0043802243980621
28.87973232411085,0.0139046893247876,15.481524274173688,0.0005796332411605,1.762342530017089,0.0035144178700652,0.0001421320387748
28.743796544540675,0.0139046893247876,14.246386420903631,0.0005796332411605,1.7468611913344618,0.0035144178700652,0.0001421320387748
28.743796544540675,0.0139046893247876,14.246386420903631,0.0005796332411605,1.7468611913344618,0.0035144178700652,0.0001421320387748
28.743796544540675,0.0051574115413182,14.246386420903631,0.0005796332411605,1.5352626897272506,0.0035144178700652,0.0001421320387748
28.743796544540675,0.0051574115413182,14.246386420903631,0.0005796332411605,1.324007329555044,0.0025306648506462,0.0001421320387748
28.741187758612497,0.0012176862030668,14.246386420903631,0.0005796332411605,1.324007329555044,0.0025306648506462,0.0001421320387748
28.741187758612497,0.0012176862030668,13.099857863111428,0.0005796332411605,1.324007329555044,0.0008920998931007,0.0001421320387748
28.741187758612497,0.0012176862030668,13.099857863111428,0.0005796332411605,1.324007329555044,0.0008369221731041,0.0001421320387748
28.741187758612497,0.0012176862030668,13.099857863111428,0.0005796332411605,1.324007329555044,0.0008369221731041,1.2956474506609084e-06
28.741187758612497,0.0012176862030668,13.099857863111428,0.0005796332411605,1.324007329555044,0.0005124767025255,1.2956474506609084e-06
28.741187758612497,3.069707365125887e-05,13.099857863111428,0.0005796332411605,1.324007329555044,0.0005124767025255,1.2956474506609084e-06
28.741187758612497,2.063277003972181e-05,13.099857863111428,0.0005796332411605,1.324007329555044,0.0004084797836694,9.825026836551842e-08
28.741187758612497,1.4203942665999985e-05,13.099857863111428,0.0005796332411605,1.324007329555044,0.000383059977818,9.82088295131689e-08
28.741187758612497,1.4203942665999985e-05,13.099857863111428,0.0005796332411605,1.324007329555044,0.000383059977818,9.82088295131689e-08
28.741187758612497,1.4203942665999985e-05,13.099857863111428,9.334634380399964e-05,1.324007329555044,0.0002743708376695,9.82088295131689e-08
28.741187758612497,1.4203942665999985e-05,12.932005156021187,9.334634380399964e-05,1.324007329555044,0.0002743708376695,5.3879603001405485e-09
28.741187758612497,1.4203942665999985e-05,12.932005156021187,7.145511570337791e-05,1.324007329555044,0.0002743708376695,5.3879603001405485e-09
28.741187758612497,1.4203942665999985e-05,11.529032303544364,4.047536577794569e-06,1.324007329555044,0.0002743708376695,5.3879603001405485e-09
