Ackley,Step,Schwefel_1_2,Rastrigin,Quartic_with_noise,Rosenbrock,Sphere
3.3316102511833923,1179.130371394844,322.9463424930663,2.445831187132512,46778.76703634932,2509.388032773743,0.3785716173309072
3.058049444678613,1179.130371394844,322.9463424930663,0.28929000087345,46778.76703634932,2509.388032773743,0.3785716173309072
3.058049444678613,1179.130371394844,289.9305920146147,0.28929000087345,46778.76703634932,2509.388032773743,0.3692585257703336
3.058049444678613,724.9060540425309,242.83007425758572,0.28929000087345,46778.76703634932,2509.388032773743,0.3692585257703336
3.058049444678613,724.9060540425309,242.83007425758572,0.28929000087345,46778.76703634932,2509.388032773743,0.3692585257703336
3.058049444678613,724.9060540425309,242.83007425758572,0.28929000087345,3476.118124408728,2509.388032773743,0.3692585257703336
3.058049444678613,724.9060540425309,124.36738755539632,0.28929000087345,3476.118124408728,2509.388032773743,0.3692585257703336
2.5531634025573564,567.6748505627153,124.36738755539632,0.28929000087345,3476.118124408728,2058.592690485118,0.1267444300942181
2.5531634025573564,389.2936820504562,124.36738755539632,0.28929000087345,3476.118124408728,1016.1637514246186,0.1267444300942181
2.5531634025573564,351.48026981041903,124.36738755539632,0.28929000087345,2264.043566205054,1016.1637514246186,0.0032083725126297
2.211995084830872,248.3549929645679,84.70154404117666,0.0272090183227078,2264.043566205054,698.4446781829173,0.0003052660930892
2.211995084830872,78.27234807383138,84.70154404117666,0.0235411307739354,2264.043566205054,698.4446781829173,0.0003052660930892
2.211995084830872,14.341623264671172,84.41673477044802,0.0013367671915602,2264.043566205054,698.4446781829173,5.768819285920047e-05
1.1884412219746283,12.231155495473445,62.62137323682472,0.0004150409166072,2264.043566205054,698.4446781829173,2.2700898264636125e-05
0.9361065901206308,12.231155495473445,39.348381962961504,0.0004150409166072,2264.043566205054,698.4446781829173,2.2700898264636125e-05
0.9361065901206308,8.533746060990413,39.348381962961504,0.0004150409166072,2264.043566205054,698.4446781829173,2.2700898264636125e-05
0.9361065901206308,8.038123678238907,39.348381962961504,0.000196804225311,47.52422373323429,457.077554167093,2.2700898264636125e-05
0.9361065901206308,7.0954116139131695,39.348381962961504,0.000196804225311,15.038294230067946,364.3403278821989,2.2700898264636125e-05
0.796881561459664,7.0954116139131695,39.348381962961504,0.000196804225311,15.038294230067946,364.3403278821989,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,39.348381962961504,0.000196804225311,14.268289001527808,364.3403278821989,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,39.348381962961504,0.000196804225311,14.268289001527808,364.3403278821989,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,39.348381962961504,0.000196804225311,14.268289001527808,264.72174478566467,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,39.348381962961504,0.000196804225311,14.268289001527808,148.38760546831887,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,13.399971537958594,0.000196804225311,14.125174569239883,30.016059916939607,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,11.37424358162728,0.0001613557824953,13.6420864026256,29.62811829614592,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,11.37424358162728,0.0001148518358036,12.98091017234604,29.62811829614592,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,10.991243105844337,7.29055858528227e-06,12.98091017234604,29.62811829614592,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,3.757172765344929,5.156157385499682e-07,12.98091017234604,29.62811829614592,2.2700898264636125e-05
0.4122813635418301,7.0954116139131695,3.757172765344929,2.732305119934608e-07,12.755920302129246,29.62811829614592,2.2700898264636125e-05
0.3341411391956339,7.0954116139131695,1.6453157652694803,2.732305119934608e-07,12.755920302129246,29.62811829614592,2.2700898264636125e-05
0.1457950971739738,7.0954116139131695,1.6453157652694803,2.6456348223291574e-08,12.755920302129246,29.238960093157534,2.2700898264636125e-05
0.030054718487904,7.0954116139131695,1.6453157652694803,2.6456348223291574e-08,12.755920302129246,29.238960093157534,2.2700898264636125e-05
0.030054718487904,7.0954116139131695,1.6453157652694803,7.655387435079321e-09,12.755920302129246,29.238960093157534,2.2700898264636125e-05
0.030054718487904,7.0954116139131695,1.486903567346188,5.943604719504947e-09,12.755920302129246,29.238960093157534,2.2700898264636125e-05
0.014614883371625,7.0954116139131695,1.486903567346188,5.943604719504947e-09,12.755920302129246,29.013505965255654,1.3867047314093644e-05
0.002359127558027,7.0954116139131695,1.486903567346188,5.943604719504947e-09,12.755920302129246,29.004123681731382,4.6789408353919935e-06
0.002359127558027,7.0954116139131695,1.486903567346188,5.943604719504947e-09,12.755920302129246,28.959236462251397,4.6789408353919935e-06
0.002359127558027,6.982765362037074,1.1415928184117503,5.943604719504947e-09,12.755920302129246,28.959236462251397,4.6789408353919935e-06
0.002359127558027,6.938242488638783,0.6068612981816507,5.943604719504947e-09,12.583083665355582,28.959236462251397,4.6789408353919935e-06
0.002359127558027,6.803887689753285,0.2879760927032749,5.943604719504947e-09,12.583083665355582,28.954000744619133,4.6789408353919935e-06
0.002359127558027,6.772155577438274,0.2879760927032749,5.943604719504947e-09,12.583083665355582,28.954000744619133,4.6789408353919935e-06
0.002359127558027,4.86696040227132,0.2879760927032749,5.943604719504947e-09,12.583083665355582,28.954000744619133,3.3925715921199697e-06
0.002359127558027,3.816429015388607,0.1593411829906605,2.794763531710487e-09,12.583083665355582,28.954000744619133,2.312368362571518e-06
0.002359127558027,3.816429015388607,0.0762721953922553,1.160344709205674e-09,12.514191071594196,28.954000744619133,1.7857367410262196e-06
0.002359127558027,3.816429015388607,0.052656347403181,1.160344709205674e-09,11.635322154540583,28.954000744619133,1.7857367410262196e-06
0.002039998399177,3.816429015388607,0.021491955289379,2.382307684456464e-10,11.635322154540583,28.93234541179182,1.7857367410262196e-06
0.0014297238932106,3.480800921405042,0.0166881225323242,2.382307684456464e-10,11.635322154540583,28.88223581877568,1.7857367410262196e-06
0.001101038550836,3.480800921405042,0.006397358109581,2.382307684456464e-10,11.635322154540583,28.854543566088456,1.7857367410262196e-06
0.001101038550836,3.480800921405042,0.0003608227930073,2.382307684456464e-10,11.635322154540583,28.841095419916517,1.6519981895531042e-06
0.001101038550836,3.365710358571751,9.873321379899086e-05,2.382307684456464e-10,11.635322154540583,28.841095419916517,5.464604384283099e-07
0.001101038550836,3.233629831710087,1.4683392304995032e-05,6.053824108676054e-11,11.39615795821298,28.841095419916517,5.464604384283099e-07
0.001101038550836,3.233629831710087,1.4683392304995032e-05,2.034994395216927e-11,11.197374829309632,28.841095419916517,1.9453619689125133e-07
0.001101038550836,3.233629831710087,3.1655933168818758e-06,2.034994395216927e-11,11.197374829309632,28.841095419916517,1.770440844188458e-07
0.001101038550836,3.233629831710087,3.1655933168818758e-06,2.034994395216927e-11,11.197374829309632,28.841095419916517,1.770440844188458e-07
0.001101038550836,3.233629831710087,3.1655933168818758e-06,4.547473508864641e-12,11.197374829309632,28.841095419916517,1.770440844188458e-07
0.001101038550836,3.233629831710087,3.1655933168818758e-06,3.467448550509289e-12,11.197374829309632,28.841095419916517,1.1545823539881935e-07
0.001101038550836,2.7129868105375348,2.03514422615494e-06,2.7284841053187847e-12,11.197374829309632,28.841095419916517,1.2057519208251994e-08
0.0004757974201585,2.7129868105375348,7.4145115344619e-07,2.7284841053187847e-12,10.51653815283075,28.841095419916517,1.2057519208251994e-08
0.0001817010542208,2.7129868105375348,7.4145115344619e-07,2.7284841053187847e-12,10.51653815283075,28.841095419916517,1.2057519208251994e-08
0.0001817010542208,2.7129868105375348,7.4145115344619e-07,2.7284841053187847e-12,10.51653815283075,28.81103520964377,1.2057519208251994e-08
0.0001817010542208,2.7129868105375348,4.81136926858315e-07,2.7284841053187847e-12,10.51653815283075,28.796554194261205,2.6873139172062516e-10
2.389691178494857e-05,2.7129868105375348,4.357539120886835e-07,2.7284841053187847e-12,10.51653815283075,28.796554194261205,2.6873139172062516e-10
2.038941116255799e-05,2.7129868105375348,4.357539120886835e-07,1.3642420526593924e-12,10.51653815283075,28.796554194261205,1.5363691289123078e-10
2.038941116255799e-05,2.7129868105375348,7.775712163898302e-09,1.3642420526593924e-12,10.51653815283075,28.796554194261205,1.5363691289123078e-10
2.038941116255799e-05,2.7129868105375348,1.6927682333391547e-09,1.1368683772161605e-13,10.51653815283075,28.729427996519284,1.5363691289123078e-10
2.038941116255799e-05,2.7129868105375348,1.6927682333391547e-09,1.1368683772161605e-13,10.51653815283075,28.729427996519284,1.5363691289123078e-10
2.038941116255799e-05,2.7129868105375348,1.7159575985687138e-10,1.1368683772161605e-13,10.51653815283075,28.72896420429802,3.3471161169129484e-11
2.038941116255799e-05,2.7129868105375348,1.7159575985687138e-10,1.1368683772161605e-13,10.51653815283075,28.72896420429802,9.54389495828338e-12
2.038941116255799e-05,1.3279519763241034,1.7159575985687138e-10,1.1368683772161605e-13,10.51653815283075,28.72184530880889,9.54389495828338e-12
1.883674684011183e-05,1.1189475127351818,4.448543740360549e-11,0.0,10.51653815283075,28.721392483200347,1.7480938792134764e-12
1.5559507315021648e-05,1.0367304487647764,2.12985286192283e-11,0.0,10.51653815283075,28.721392483200347,5.510272705533181e-13
1.312727361524324e-05,1.0367304487647764,2.12985286192283e-11,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,1.0367304487647764,1.6069736927067165e-12,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.5642953185563958,1.54428927290589e-12,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.4550293887373813,9.638279991607342e-13,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.4550293887373813,5.196503548160944e-13,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.4550293887373813,5.196503548160944e-13,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.3918578180943323,5.3318902858076157e-14,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.3918578180943323,5.3318902858076157e-14,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.3918578180943323,5.3318902858076157e-14,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.3918578180943323,5.3318902858076157e-14,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.3918578180943323,4.6865874523767326e-14,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
1.312727361524324e-05,0.3918578180943323,3.918448188972474e-14,0.0,10.51653815283075,28.721377016946104,4.537692553389435e-13
